mmwr_week,week,week_start,week_end,season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent,current_week_ending
201952,52,2019-12-22,2019-12-28,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.04,2024-12-28
201550,50,2015-12-13,2015-12-19,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,Age Unknown,0.05,2024-12-14
202224,24,2022-06-12,2022-06-18,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-06-14
202234,34,2022-08-21,2022-08-27,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.11,2025-08-23
201618,18,2016-05-01,2016-05-07,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.06,2025-05-03
202121,21,2021-05-23,2021-05-29,2020-2021,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Black Non-Hispanic,0.01,2025-05-24
202038,38,2020-09-13,2020-09-19,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,White Non-Hispanic,0.02,2025-09-20
201951,51,2019-12-15,2019-12-21,2019-2020,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2024-12-21
202204,4,2022-01-23,2022-01-29,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.08,2025-01-25
202118,18,2021-05-02,2021-05-08,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Black Non-Hispanic,0.07,2025-05-03
201618,18,2016-05-01,2016-05-07,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.02,2025-05-03
202319,19,2023-05-07,2023-05-13,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.01,2025-05-10
202322,22,2023-05-28,2023-06-03,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.07,2025-05-31
202120,20,2021-05-16,2021-05-22,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.1,2025-05-17
201809,9,2018-02-25,2018-03-03,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,65+,0.11,2025-03-01
202013,13,2020-03-22,2020-03-28,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,18_44,0.26,2025-03-29
202408,8,2024-02-18,2024-02-24,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-02-22
202425,25,2024-06-16,2024-06-22,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-06-21
202204,4,2022-01-23,2022-01-29,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,Age Unknown,0.2,2025-01-25
202410,10,2024-03-03,2024-03-09,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.16,2025-03-08
202016,16,2020-04-12,2020-04-18,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.13,2025-04-19
202351,51,2023-12-17,2023-12-23,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,00_04,0.01,2024-12-21
202011,11,2020-03-08,2020-03-14,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.18,2025-03-15
201901,1,2018-12-30,2019-01-05,2018-2019,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-01-04
202349,49,2023-12-03,2023-12-09,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Age Group,00_04,0.01,2024-12-07
202040,40,2020-09-27,2020-10-03,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2024-10-05
202216,16,2022-04-17,2022-04-23,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-04-19
202203,3,2022-01-16,2022-01-22,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,65+,0.2,2025-01-18
202013,13,2020-03-22,2020-03-28,2019-2020,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,45_64,0.07,2025-03-29
202350,50,2023-12-10,2023-12-16,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,00_04,0.03,2024-12-14
202143,43,2021-10-24,2021-10-30,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.01,2024-10-26
202414,14,2024-03-31,2024-04-06,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.02,2025-04-05
202135,35,2021-08-29,2021-09-04,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,All,All,0.04,2025-08-30
202247,47,2022-11-20,2022-11-26,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,05_17,0.01,2024-11-23
202235,35,2022-08-28,2022-09-03,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.29,2025-08-30
201851,51,2018-12-16,2018-12-22,2018-2019,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2024-12-21
202414,14,2024-03-31,2024-04-06,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.11,2025-04-05
202241,41,2022-10-09,2022-10-15,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,65+,0.03,2024-10-12
202046,46,2020-11-08,2020-11-14,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.14,2024-11-16
201807,7,2018-02-11,2018-02-17,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.2,2025-02-15
202315,15,2023-04-09,2023-04-15,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,18_44,0.01,2025-04-12
202433,33,2024-08-11,2024-08-17,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.01,2025-08-16
201546,46,2015-11-15,2015-11-21,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.07,2024-11-16
202221,21,2022-05-22,2022-05-28,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Black Non-Hispanic,0.13,2025-05-24
202421,21,2024-05-19,2024-05-25,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.09,2025-05-24
202348,48,2023-11-26,2023-12-02,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.23,2024-11-30
202222,22,2022-05-29,2022-06-04,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.21,2025-05-31
201936,36,2019-09-01,2019-09-07,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-09-06
201851,51,2018-12-16,2018-12-22,2018-2019,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.02,2024-12-21
201643,43,2016-10-23,2016-10-29,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.28,2024-10-26
201952,52,2019-12-22,2019-12-28,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2024-12-28
201646,46,2016-11-13,2016-11-19,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.03,2024-11-16
202246,46,2022-11-13,2022-11-19,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.15,2024-11-16
202423,23,2024-06-02,2024-06-08,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,65+,0.17,2025-06-07
202408,8,2024-02-18,2024-02-24,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-02-22
202307,7,2023-02-12,2023-02-18,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,18_44,0.01,2025-02-15
202111,11,2021-03-14,2021-03-20,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.17,2025-03-15
202138,38,2021-09-19,2021-09-25,2020-2021,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-09-20
202137,37,2021-09-12,2021-09-18,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.13,2025-09-13
202420,20,2024-05-12,2024-05-18,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-05-17
202115,15,2021-04-11,2021-04-17,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.01,2025-04-12
202302,2,2023-01-08,2023-01-14,2022-2023,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.01,2025-01-11
202141,41,2021-10-10,2021-10-16,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2024-10-12
202029,29,2020-07-12,2020-07-18,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.15,2025-07-19
202244,44,2022-10-30,2022-11-05,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,All,All,0.01,2024-11-02
201916,16,2019-04-14,2019-04-20,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.01,2025-04-19
202313,13,2023-03-26,2023-04-01,2022-2023,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Black Non-Hispanic,0.01,2025-03-29
202029,29,2020-07-12,2020-07-18,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2025-07-19
202026,26,2020-06-21,2020-06-27,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2025-06-28
202240,40,2022-10-02,2022-10-08,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,All,All,0.01,2024-10-05
202413,13,2024-03-24,2024-03-30,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.01,2025-03-29
202210,10,2022-03-06,2022-03-12,2021-2022,Essence,Influenza-Like Illness,Ili,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-03-08
201709,9,2017-02-26,2017-03-04,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,00_04,0.12,2025-03-01
202131,31,2021-08-01,2021-08-07,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.06,2025-08-02
202406,6,2024-02-04,2024-02-10,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Age Group,65+,0.02,2025-02-08
202237,37,2022-09-11,2022-09-17,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,All,All,0.02,2025-09-13
202247,47,2022-11-20,2022-11-26,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.02,2024-11-23
202222,22,2022-05-29,2022-06-04,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2025-05-31
202042,42,2020-10-11,2020-10-17,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,65+,0.11,2024-10-19
202436,36,2024-09-01,2024-09-07,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,65+,0.02,2025-09-06
202219,19,2022-05-08,2022-05-14,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.13,2025-05-10
201901,1,2018-12-30,2019-01-05,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.02,2025-01-04
202406,6,2024-02-04,2024-02-10,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01,2025-02-08
201637,37,2016-09-11,2016-09-17,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.02,2025-09-13
202001,1,2019-12-29,2020-01-04,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.2,2025-01-04
202246,46,2022-11-13,2022-11-19,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,White Non-Hispanic,0.01,2024-11-16
201737,37,2017-09-10,2017-09-16,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.15,2025-09-13
201945,45,2019-11-03,2019-11-09,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.02,2024-11-09
201910,10,2019-03-03,2019-03-09,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.03,2025-03-08
201803,3,2018-01-14,2018-01-20,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,05_17,0.31,2025-01-18
202020,20,2020-05-10,2020-05-16,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.18,2025-05-17
202217,17,2022-04-24,2022-04-30,2021-2022,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.02,2025-04-26
202250,50,2022-12-11,2022-12-17,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2024-12-14
201605,5,2016-01-31,2016-02-06,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.23,2025-02-01
202033,33,2020-08-09,2020-08-15,2019-2020,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,45_64,0.03,2025-08-16
202105,5,2021-01-31,2021-02-06,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,05_17,0.01,2025-02-01
201634,34,2016-08-21,2016-08-27,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.09,2025-08-23
201714,14,2017-04-02,2017-04-08,2016-2017,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.02,2025-04-05
202336,36,2023-09-03,2023-09-09,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.11,2025-09-06
201815,15,2018-04-08,2018-04-14,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.01,2025-04-12
202318,18,2023-04-30,2023-05-06,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.29,2025-05-03
202309,9,2023-02-26,2023-03-04,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,18_44,0.01,2025-03-01
202118,18,2021-05-02,2021-05-08,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,45_64,0.11,2025-05-03
202046,46,2020-11-08,2020-11-14,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.15,2024-11-16
202316,16,2023-04-16,2023-04-22,2022-2023,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.01,2025-04-19
202425,25,2024-06-16,2024-06-22,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.08,2025-06-21
202010,10,2020-03-01,2020-03-07,2019-2020,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.04,2025-03-08
202224,24,2022-06-12,2022-06-18,2021-2022,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,00_04,0.34,2025-06-14
202413,13,2024-03-24,2024-03-30,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,45_64,0.01,2025-03-29
202410,10,2024-03-03,2024-03-09,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,00_04,0.06,2025-03-08
202242,42,2022-10-16,2022-10-22,2022-2023,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,All,All,0.01,2024-10-19
201710,10,2017-03-05,2017-03-11,2016-2017,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.03,2025-03-08
202334,34,2023-08-20,2023-08-26,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.15,2025-08-23
201905,5,2019-01-27,2019-02-02,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.17,2025-02-01
202412,12,2024-03-17,2024-03-23,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.03,2025-03-22
202313,13,2023-03-26,2023-04-01,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.01,2025-03-29
202419,19,2024-05-05,2024-05-11,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.12,2025-05-10
202032,32,2020-08-02,2020-08-08,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.08,2025-08-09
201605,5,2016-01-31,2016-02-06,2015-2016,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Age Group,00_04,0.01,2025-02-01
202349,49,2023-12-03,2023-12-09,2023-2024,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,05_17,0.03,2024-12-07
202249,49,2022-12-04,2022-12-10,2022-2023,Ilinet,Not Applicable,Ili,Outpatient Visits,All,All,0.03,2024-12-07
202352,52,2023-12-24,2023-12-30,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,05_17,0.02,2024-12-28
202148,48,2021-11-28,2021-12-04,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.05,2024-11-30
201944,44,2019-10-27,2019-11-02,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.17,2024-11-02
202352,52,2023-12-24,2023-12-30,2023-2024,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Age Group,65+,0.07,2024-12-28
201743,43,2017-10-22,2017-10-28,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2024-10-26
201821,21,2018-05-20,2018-05-26,2017-2018,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.01,2025-05-24
202326,26,2023-06-25,2023-07-01,2022-2023,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.07,2025-06-28
201622,22,2016-05-29,2016-06-04,2015-2016,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Black Non-Hispanic,0.06,2025-05-31
202251,51,2022-12-18,2022-12-24,2022-2023,Essence,Cdc Covid-Specific Dd V1,Covid-19,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.05,2024-12-21
202136,36,2021-09-05,2021-09-11,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.11,2025-09-06
202310,10,2023-03-05,2023-03-11,2022-2023,Essence,Influenza-Like Illness,Ili,Admissions,Age Group,65+,0.01,2025-03-08
201949,49,2019-12-01,2019-12-07,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.15,2024-12-07
201842,42,2018-10-14,2018-10-20,2018-2019,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,05_17,0.03,2024-10-19
202222,22,2022-05-29,2022-06-04,2021-2022,Essence,Influenza-Like Illness,Ili,Ed Visits,All,All,0.01,2025-05-31
202007,7,2020-02-09,2020-02-15,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,All,All,0.19,2025-02-15
201818,18,2018-04-29,2018-05-05,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.08,2025-05-03
202225,25,2022-06-19,2022-06-25,2021-2022,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.03,2025-06-21
202052,52,2020-12-20,2020-12-26,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.23,2024-12-28
202413,13,2024-03-24,2024-03-30,2023-2024,Essence,Cdc Respiratory Syncytial Virus Dd V1,Rsv,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-03-29
202015,15,2020-04-05,2020-04-11,2019-2020,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,45_64,0.06,2025-04-12
202417,17,2024-04-21,2024-04-27,2023-2024,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-04-26
201806,6,2018-02-04,2018-02-10,2017-2018,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.25,2025-02-08
201628,28,2016-07-10,2016-07-16,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Hispanic Or Latino,0.02,2025-07-12
202043,43,2020-10-18,2020-10-24,2020-2021,Essence,Cdc Covid-Specific Dd V1,Covid-19,Ed Visits,Age Group,45_64,0.04,2024-10-26
202429,29,2024-07-14,2024-07-20,2023-2024,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.06,2025-07-19
201925,25,2019-06-16,2019-06-22,2018-2019,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.07,2025-06-21
202402,2,2024-01-07,2024-01-13,2023-2024,Essence,Cdc Influenza Dd V1,Influenza,Ed Visits,Race/Ethnicity,White Non-Hispanic,0.03,2025-01-11
202049,49,2020-11-29,2020-12-05,2020-2021,Essence,Influenza-Like Illness,Ili,Ed Visits,Age Group,18_44,0.01,2024-12-07
202026,26,2020-06-21,2020-06-27,2019-2020,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Age Group,65+,0.1,2025-06-28
201724,24,2017-06-11,2017-06-17,2016-2017,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.05,2025-06-14
201550,50,2015-12-13,2015-12-19,2015-2016,Essence,Influenza-Like Illness,Ili,Ed Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.02,2024-12-14
202015,15,2020-04-05,2020-04-11,2019-2020,Essence,Cdc Influenza Dd V1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01,2025-04-12
202127,27,2021-07-04,2021-07-10,2020-2021,Essence,Cdc Broad Acute Respiratory Dd V1,Broad Acute Respiratory,Ed Visits,Race/Ethnicity,Asian Non-Hispanic,0.09,2025-07-05
